CityObject,Zone
<http://localhost/berlin/cityobject/UUID_409d5706-1d56-4dce-8a1d-f9aa90711688/>,WHITE
<http://localhost/berlin/cityobject/UUID_67f8e390-88e3-4013-ab71-be7a59ec6a1d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_cc537fda-3dc7-48ad-9a43-8640e7310298/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_adaff468-052e-4e3e-a2c1-269b571412a7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d4ee59b6-4ed8-4a07-9db5-f6f8e6325da1/>,WHITE
<http://localhost/berlin/cityobject/UUID_30734336-d360-4da4-bf4c-36ecdd05e694/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_83edf24b-f0d5-485f-a5c4-9c700f1d1a9f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_14d8dd04-5939-4d26-b39f-d297b0438d7d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8ad931ee-493f-4093-bfae-5c1c5bf222d2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_fa9a14bb-ac05-4389-889d-bc5aa951241d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_184da8d9-3215-4776-9f5c-e191d38768b8/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5a3799a2-8bc9-492c-9b2d-662eef888163/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_852b5cbe-9b17-4ace-ba95-1ddf7697df3b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a575b5ca-7c6d-4425-a09a-c4c780ca7d4a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3ee6cc4e-5468-48be-83f7-2bfbc5237741/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9109a106-5cfe-430c-9f96-5649ba4007a6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_12dcc2bc-85af-4dbe-9493-32ba790a6b36/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_10001449-f486-4b84-8452-582bf2ab26c8/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d2587502-fba4-40cb-a17d-cc57a6ffe258/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_723cf102-23f2-4969-9856-4da2816d0de4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1a43069d-c55d-4caf-a6f7-0e243f107b07/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1f5aed85-acf7-4eb2-8a7a-6e55bdea7247/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ed9337c1-10db-4eb4-8282-82e9747fc342/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_856da584-4cfb-4b1a-8052-2202b239777f/>,COMMERCIAL & RESIDENTIAL
<http://localhost/berlin/cityobject/UUID_e89569b9-e61e-4d5c-9d8c-06eb81ca489f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_39b97281-f667-4e2b-8b27-22e71195f628/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_bfabc522-7c9e-42ec-9dae-05c8e684f5a4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_69a9d4c0-89e9-4de1-819c-0d114bfff6fe/>,WHITE
<http://localhost/berlin/cityobject/UUID_34eb8c32-166d-4f0d-8ebe-f3d1a7d12f44/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_545cf0ea-0c66-4f87-a3ca-3b1914f3a410/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_63a33239-0fa7-43df-af11-ebf09de7f5ad/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_59244a6e-3df0-4d39-acce-2b332cb987f3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e5601998-3e98-4370-af06-d0b31df0bb6a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_91d76413-0bbe-4502-82e6-019c31386a08/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_73f4156f-f439-4054-9c26-f1d098ab0194/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_34691115-99b7-461e-8bb8-4049c5668c32/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_bb94ffc1-eff5-45cd-9260-1cfb9f4e5a21/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_2bdb2aa2-b663-4367-8712-60152cafe7f3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_bcd6c295-5770-4e21-84c7-07edefbb17cb/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_73236f9b-fa70-41b5-a0df-d7ff1ae2f500/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8f189c44-b8dd-47ab-8216-ea4f290686e6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_95838c59-6059-4941-bafa-180f53d7daa9/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b7198b29-71dd-4c52-a125-70e3d995a5a2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e8fbc4fe-c586-49c6-9771-f14bbb6827c4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e826b5f3-99c2-4cd0-b4e0-114c45cea6ff/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_84c9a8fe-b846-44b9-81dd-c9c00388d647/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_57503e8d-447e-4378-b5f9-f9bda70e03b4/>,HOTEL
<http://localhost/berlin/cityobject/UUID_20580300-1282-498f-899c-2611fe89c0fb/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_cdf561f9-8288-42c9-89d6-b00d004970ff/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3e3d26d1-19a4-4d7d-9910-12f53b737f83/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_dd6424a8-1e1b-4b84-9a6f-fafc8fea0d92/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a0c376de-b94f-4f2b-88ef-481f4fbcfe5b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d086af75-ca3c-4f21-9904-78d6ef44106b/>,WHITE
<http://localhost/berlin/cityobject/UUID_2c515997-086f-43b8-86f1-1e694c3aa672/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f145b0fb-9804-45ea-b5ae-009d9d47e3a0/>,WHITE
<http://localhost/berlin/cityobject/UUID_a0d82fbd-e182-40e9-bf44-f98802a9bc3d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_427100f2-cf5c-4372-9348-1daa996a4444/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_cfafc203-9ba5-4062-9a28-e653ced58940/>,WHITE
<http://localhost/berlin/cityobject/UUID_b021c7bb-2730-422d-99e6-f0044940b3c5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_728680ac-f16b-4744-91fd-396026a19088/>,WHITE
<http://localhost/berlin/cityobject/UUID_a08e67ec-9234-48fe-9d73-5f85d54fdc70/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_93a8f363-37ea-47da-be74-aaf584d7d7c3/>,WHITE
<http://localhost/berlin/cityobject/UUID_a9d3c14c-2a80-4ac1-89e3-93563586c39f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1e2a42db-e17d-45f7-93ca-f534eef6fd0a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9247a7bc-9d73-4114-9473-988f39c2030b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_54411718-cb5e-4a3d-99ae-df16c065a2a5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e7da7e28-9c08-49ea-be5c-9f1387d851cd/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_06a62a72-4cd6-4347-9dba-f19b82c22c73/>,WHITE
<http://localhost/berlin/cityobject/UUID_de373788-b536-4fb0-9a86-97c1b72c96cb/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f0da690d-e76b-4978-8691-76e924ab61dc/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_533afdcb-3f1d-4a97-8ff2-135c6377b2ac/>,WHITE
<http://localhost/berlin/cityobject/UUID_53f737b3-4303-4114-8da8-71843877d9ec/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_2f301cda-aa56-4035-8d1d-084563d2a973/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d72ec836-299e-48f7-a3e5-f80cc2439fcb/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0f80123c-5946-4ebd-9e53-8712147310f7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4632fe21-eced-4e41-8272-7da882fb8d80/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_30f346ca-cd1c-4c2e-b9b8-899f8edf9951/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e1824852-ea6f-4b1c-a90c-c31b76359820/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8478fa9c-6220-4826-852e-06cceb8ab8cd/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9170c416-a855-4f92-bc49-1a03f42f4937/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1467c2ea-bf27-4b76-9aa0-de72ff90a576/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_525b017b-37cf-4f6a-83a8-a32b9380713a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0b7a2c13-1fa4-41a4-a102-d2c11a69e84d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_256ad231-4039-4a8d-b793-4290374313ff/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e929f50b-3555-4554-88eb-576f7555d848/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a5427c35-85bb-4e8e-a208-a90f1ab2e942/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_52e7f8c5-dacc-41ae-b5ed-ccf111a16fb7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b4c1d39c-7619-4b50-854b-32e35c5ef0d5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e5f0cb30-30fb-4f03-8124-164c7693512a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ba4b7491-79d0-4b5e-85f6-2be015a9ae15/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_2e88a5c3-4a0d-4bd6-abff-c17737479b73/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_16a308b0-82a6-479d-8749-9ff31e8bf36a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c77ccd51-6ad8-4fc5-be12-9ec2fee7e4d3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4c4432c0-de0e-4502-bc93-de354c901a9b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_318e36d1-ba18-4adc-b538-6f1869a85123/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_7b4e88fd-4b6d-4f8a-920d-ae5f52067eae/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0efef601-2cf5-4f76-a588-a8a17cc933ca/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3b9cdf86-add4-43e7-9c19-b595c019ed12/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_356b293d-c1d8-4709-84d2-31b340a52f1e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_65295937-ab63-4cb1-a648-56602c318b5c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d44e2707-5d84-4bcf-a527-f1fbb501900b/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ff9b0b45-4387-447e-a0d8-b3b3f11e4798/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_489eb935-99fe-4766-be8f-603a044be281/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b3460ff0-7ae1-43a2-ac68-926e1ac8c651/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c195689a-7e57-4a88-b33f-36724635b166/>,WHITE
<http://localhost/berlin/cityobject/UUID_35b36f4d-53fa-4e14-80fc-aa660e6521a4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6b881542-4250-4fbe-8382-5c2f1e3acbfa/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c133c65a-07c2-4ce1-9158-ece159cb67d9/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_094fe4e6-2279-445b-99c1-0237f52aae40/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_f3b5db40-f08c-45d3-99a7-3b210697d539/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1568b59e-fd86-4289-b74c-160fcef14a3a/>,WHITE
<http://localhost/berlin/cityobject/UUID_32172c58-cc0e-4217-acd3-5a0e668edbc5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_49b30a09-5b2d-4ace-85a3-f9888fba1ff7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c393d00e-729d-4ab0-8208-bf2ce97c4cb4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_09fc1ed6-56e6-408d-b9f7-d03f1ee61da7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3adf807e-e5c7-44d0-8df9-e05f42f48879/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d0c03a5a-bdfa-4ecc-ad75-aa3891b9a4c3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6e4bcd4c-c67d-4eb5-89dc-01a4fdd8079a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6609456f-7378-4e1b-b9ae-4fd80e5afa97/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_88ef0d3c-e770-4eba-a9a4-c4e635e1fde9/>,WHITE
<http://localhost/berlin/cityobject/UUID_dfe84403-8206-4094-8675-8853f7b77df0/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_10754aab-4c6c-49e2-82f8-08da1c87aef2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6f0a74aa-1e6c-4d1d-87d2-07e8926e0aa5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_fd92c274-9dda-410d-9264-0c545871ed10/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_047b8183-437b-4d12-9cfc-18c6db15e04e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a35e211a-a836-4bca-9651-11c5dac7a4f8/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_08937796-1c2b-45b7-8ff1-731aed18342c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3916b6f2-1718-41ae-9ea1-f062b13d7194/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_6b6bcf82-fb2f-4147-b047-8b82c68705f7/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_972233f9-6544-41ce-9279-3c3643fb3970/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_bfaaa7a7-fbb1-4cdc-b544-0bf5118b2037/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_2ebbc8c6-4d75-4225-8cbd-00e176694afe/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_544b8160-20af-48cc-85fa-e25344b8ddc3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4e6a1766-4486-432a-bf29-c32b971b630e/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_896937a4-d963-4631-8939-713c81ebfd48/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0fd0c484-f0fd-42b6-bc84-8f7e00a001e6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_71f15a51-d9b9-419b-ac7f-d25753df42df/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9a2fbcc1-c07f-4e8b-8b44-85dc4aa13e9f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_af3636f2-435d-4a6c-8eec-5c76f5ce32d2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5fef821d-6c66-4cee-8661-7c5033bb8460/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_140070ed-812e-44c6-a589-aec295b4155a/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a65cfec6-4bf4-44e5-93fb-73b088c47c78/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0ee385bb-5372-4246-a156-d013d2bdbe20/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_da8b7635-9944-47fd-9849-23f13dc01e29/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_62df0cd0-cc75-4a7d-894a-cb680180463d/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d0c558d2-b492-45ac-9aa8-779f17e6490f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e743a550-51f0-482a-b352-5033f99ffda5/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5ae19d5c-2ab2-4f23-9b69-7feffb705dff/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0845ab10-e536-41a7-b0d6-9512543d5737/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_18bfd571-e088-4d22-8881-3a7ae86e787c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_16fd6cc9-f7e7-4ff1-a7f9-a1dae0d3acbc/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0e11068d-2cb2-4c78-abeb-330bea4af597/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d4f22d73-9303-406a-923e-b4ac49b86bb3/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9fb744ad-9529-4617-a706-f01aacc6d721/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_476b0526-74ae-4f69-aa80-c146c00cdae2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a8b2dba4-b63c-4607-9ce0-a67651250f62/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_dbdd2840-2cf3-4069-b520-61ce0a089d93/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b2243266-f442-401c-9d7d-d2de452d3192/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0cf486e7-224a-40eb-a2a4-e569dc2b0f15/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_12e0140c-19fa-4e76-aaa4-62327102d4db/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_dd303f4e-7b18-4609-8567-34f09a601cf1/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b19a8ab0-7b25-4677-a2a6-1fbdc13ef62c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4c7457b5-706a-4f54-b372-be34dfaa4bbb/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_eb06fcd7-fd2d-4b28-84ac-796f6d947891/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d657bf43-4e03-472e-bb30-b1b9b35be3cf/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1ba98720-6374-42e6-a212-1a301cd21412/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a9323da7-d81f-4ad2-a97c-740858bd9414/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9552d759-40a4-46fe-b3ae-dad0079c8692/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_80d6881b-1922-446e-9268-2c63edb07201/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8bc4b4fc-9d07-4c79-b7e0-e7cf9f223f21/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_474d0de1-b299-45e3-a879-917d5b4d803f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_7d726c9f-2c07-45e8-948d-59f95860adbd/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d7c8c5f3-dfe3-4e29-aacc-7de03ef555b4/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_a42fd7fd-5709-4970-a8e4-bc52577df3b2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_180eaf28-84e0-47b1-bd05-bfa126814de6/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d29c7255-fb5f-4001-855d-3ece9c902de0/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5841dfd7-7f8a-4e9d-b0ce-81bb956202aa/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c9293b9b-609e-4d53-826c-d67aa024a4fa/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_d3433e82-0ae2-4aa6-aa3f-706894a42051/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_949f9360-b580-48b4-9abe-69ca1ba993ce/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_1813a057-006a-4576-9425-9e17917fd69f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_9d5bd54d-6c68-4600-a4b3-f81a3230952f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_4ba9bcdc-06d1-478f-b503-da2123460b3c/>,WHITE
<http://localhost/berlin/cityobject/UUID_552b218a-63b2-4208-b882-24fa766519e2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b2beb012-91c9-482a-806d-e3b255ca2b5f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_59cea18c-45ca-4262-a1e2-831f7a82b353/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_0fa3ef18-43e1-4a7e-8040-f8350c6de953/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_41c9a043-c241-421a-a290-3b92f255fbad/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_5dfd13bc-b049-4627-9eaa-a983b0d68bc2/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b38fdf7a-faa8-4abb-9e2b-def1fc6c021f/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_c2f21482-80bc-40cd-be21-ff38cdfb0d31/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_3b0afd9d-24b9-40e5-bb79-6b693dcf8e9c/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_7e745456-c207-4976-aa47-621d9b043b72/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_b78d4e12-cd46-4733-a877-583c3406e378/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_ce02a708-14a8-4962-a35b-c697a03ec876/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_e81f39f5-8edc-4bf8-ac0a-c20cc8ee9c98/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_607c3357-6eef-4b10-9852-10197359fe26/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_8d05c9b9-163b-4f01-9b65-6e4cabcf8196/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_414578ff-89a1-4806-a34d-eba802629332/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_94ca7af4-3fbf-479b-b202-ee4c94cbd6fc/>,COMMERCIAL
<http://localhost/berlin/cityobject/UUID_288e295f-2815-4582-80b9-3349d2790758/>,WHITE
